name,year,class,team,framing
"Ghelfi, Mitch",2012,Fr,Milwaukee,0.018
"Ghelfi, Mitch",2013,Fr,Milwaukee,0.018
"Ghelfi, Mitch",2014,So,Milwaukee,0.018
"Ghelfi, Mitch",2015,Jr,Milwaukee,0.018
"Giakas, John",2013,Fr,Fairleigh Dickinson,-0.064
"Giakas, John",2014,So,Fairleigh Dickinson,-0.064
"Giakas, John",2015,Jr,Fairleigh Dickinson,-0.064
"Gibson, Kyle",2012,So,Louisville,0.082
"Gibson, Kyle",2013,Jr,Louisville,0.082
"Gibson, Kyle",2014,Sr,Louisville,0.082
"Gilbert, Kyle",2015,Fr,FGCU,-0.042
"Giles, Jeremy",2014,Fr,Stony Brook,-0.030
"Giles, Jeremy",2015,So,Stony Brook,-0.030
"Glore, Jeremy",2014,Fr,Southern U.,0.007
"Goldstein, Jason",2013,Fr,Illinois,0.072
"Goldstein, Jason",2014,So,Illinois,0.072
"Goldstein, Jason",2015,Jr,Illinois,0.072
"Gondek, Rocco",2012,Sr,Sacred Heart,0.088
"Gondek, Rocco",2013,Sr,Sacred Heart,0.014
"Gonzales, Roger",2015,Jr,Winthrop,0.092
"Gonzalez, Justin",2012,Fr,Buffalo,-0.088
"Gonzalez, Justin",2013,So,Buffalo,-0.088
"Gonzalez, Justin",2014,Jr,Buffalo,-0.088
"Gonzalez, Justin",2015,Sr,Buffalo,-0.088
"Gonzalez, Ozzy",2014,Jr,Appalachian St.,-0.039
"Gonzalez, Richard",2012,Fr,Alabama St.,0.000
"Gonzalez, Richard",2013,So,Alabama St.,0.000
"Gonzalez, Richard",2014,Jr,Alabama St.,0.000
"Goodell, Ryan",2012,So,Buffalo,0.062
"Goodell, Ryan",2013,Jr,Buffalo,0.062
"Goodell, Ryan",2014,Sr,Buffalo,0.062
"Goodno, Zac",2014,Jr,Winthrop,0.033
"Goodwin, Dylan",2013,Fr,Central Mich.,-0.093
"Goodwin, Dylan",2014,So,Central Mich.,-0.093
"Goodwin, Dylan",2015,Jr,Central Mich.,-0.093
"Goodwin, Joe",2013,Jr,Kansas St.,-0.045
"Goodwin, Nate",2012,So,Baylor,-0.031
"Goodwin, Nate",2013,Jr,Baylor,-0.031
"Goodwin, Nate",2014,Sr,Baylor,-0.031
"Gordon, Jason",2012,Fr,Wagner,-0.032
"Gordon, Jason",2013,So,Wagner,-0.032
"Gordon, Jason",2014,Jr,Wagner,-0.032
"Gordon, Jason",2015,Sr,Wagner,-0.032
"Gorton, Ryan",2012,Sr,Oregon St.,0.001
"Gosser, Alex",2014,Fr,Arkansas,0.019
"Gosser, Alex",2015,So,Arkansas,0.019
"Goubeaux, Greg",2012,So,Youngstown St.,0.008
"Goubeaux, Greg",2013,Jr,Youngstown St.,0.008
"Gould, Charley",2013,Fr,William & Mary,0.024
"Gould, Charley",2014,So,William & Mary,0.024
"Gould, Charley",2015,Jr,William & Mary,0.024
"Gragg, Tanner",2015,Fr,Kansas,0.012
"Graham, Ian",2012,Jr,UNC Asheville,-0.092
"Graham, Ian",2013,Sr,UNC Asheville,-0.092
"Graham, Josh",2013,Fr,Oregon,0.063
"Graham, Josh",2014,So,Oregon,0.063
"Graham, Josh",2015,Jr,Oregon,0.063
"Graham, Nick",2015,Fr,Penn St.,-0.072
"Graham, Scottie",2015,Fr,New Mexico,0.024
"Grandpre, James",2012,Fr,Pepperdine,0.027
"Grandpre, James",2013,So,Pepperdine,0.027
"Grauer, Danny",2012,So,Liberty,0.018
"Grauer, Danny",2013,Jr,Liberty,0.018
"Grauer, Danny",2014,Sr,Liberty,0.018
"Gray, Garrett",2012,Jr,Wright St.,0.019
"Gray, Garrett",2013,Sr,Wright St.,0.019
"Green, Austin",2013,Sr,San Diego,0.012
"Greene, Richard",2013,Fr,Samford,-0.016
"Greene, Richard",2014,So,Samford,-0.016
"Greene, Richard",2015,Jr,Samford,-0.016
"Green, Gage",2012,Fr,Oklahoma St.,0.006
"Green, Gage",2013,So,Oklahoma St.,0.006
"Green, Gage",2014,Jr,Oklahoma St.,0.006
"Green, Gage",2015,Sr,Oklahoma St.,0.006
"Greenman, Robert",2014,Fr,Central Mich.,-0.050
"Greenman, Robert",2015,So,Central Mich.,-0.050
"Greenwell, Zack",2012,Fr,Furman,-0.059
"Greenwell, Zack",2013,So,Furman,-0.059
"Greenwell, Zack",2014,Jr,Furman,-0.059
"Greenwell, Zack",2015,Sr,Furman,-0.059
"Greiner, Grayson",2012,Fr,South Carolina,0.056
"Greiner, Grayson",2013,So,South Carolina,0.056
"Greiner, Grayson",2014,Jr,South Carolina,0.056
"Greiner, Tyler",2013,Fr,Bowling Green,-0.012
"Greiner, Tyler",2014,Fr,Bowling Green,-0.012
"Greiner, Tyler",2015,So,Bowling Green,-0.012
"Gresock, Bradley",2014,Fr,St. Bonaventure,0.037
"Gresock, Bradley",2015,So,St. Bonaventure,0.037
"Gretz, Aaron",2012,Fr,Ohio St.,0.027
"Gretz, Aaron",2013,So,Ohio St.,0.027
"Gretz, Aaron",2014,Jr,Ohio St.,0.027
"Gretz, Aaron",2015,Sr,Ohio St.,0.027
"Grieco, Michael",2012,Sr,St. Bonaventure,-0.050
"Griffin, Chase",2012,Fr,Ga. Southern,0.067
"Griffin, Chase",2013,So,Ga. Southern,0.067
"Griffin, Chase",2014,Jr,Ga. Southern,0.067
"Griffin, Chase",2015,Sr,Ga. Southern,0.067
"Grover, Dempsey",2014,Fr,UC Santa Barbara,0.036
"Grover, Dempsey",2015,Fr,UC Santa Barbara,0.036
"Grubb, Ben",2012,Sr,Portland,-0.019
"Grubb, Ben",2013,Sr,Portland,0.002
"Grupp, Chris",2015,So,Fairleigh Dickinson,-0.046
"Gubser, Justin",2015,Jr,Purdue,0.007
"Gudino, Tony",2014,Fr,UC Riverside,-0.041
"Gudino, Tony",2015,Fr,UC Riverside,-0.041
"Guenther, Wes",2012,Sr,BYU,-0.050
"Guerinni, Ray",2013,Fr,West Virginia,-0.065
"Guerinni, Ray",2014,Fr,West Virginia,-0.065
"Guerinni, Ray",2015,So,West Virginia,-0.065
"Guinn, Parker",2015,Sr,SIUE,0.049
"Guinn, Parker",2012,Fr,Washington,-0.010
"Guinn, Parker",2013,So,Washington,-0.010
"Guinn, Parker",2014,Jr,Washington,-0.010
"Gushue, Taylor",2012,Fr,Florida,-0.022
"Gushue, Taylor",2013,So,Florida,-0.022
"Gushue, Taylor",2014,Jr,Florida,-0.022
"Guy, Pete",2014,So,UNC Asheville,-0.069
"Guy, Pete",2015,Jr,UNC Asheville,-0.069
"Guzzo, Austin",2015,Fr,Iowa,-0.025
"Haddad, Radley",2012,Jr,Butler,-0.029
"Haddad, Radley",2013,Sr,Butler,-0.029
"Hadlock, Jordan",2012,Sr,Cal Poly,0.027
"Hagen, Sean",2012,So,Eastern Ky.,-0.057
"Hagen, Sean",2013,Jr,Eastern Ky.,-0.057
"Hagen, Sean",2014,Sr,Eastern Ky.,-0.057
"Hagerty, Niko",2015,Fr,Hofstra,-0.044
"Hainsfurther, Joey",2012,Sr,Baylor,-0.029
"Hale, Austin",2015,Fr,Stetson,-0.017
"Hale, John",2012,Sr,Sam Houston St.,-0.049
"Hall, Chris",2013,Fr,Elon,-0.052
"Hall, Chris",2014,Fr,Elon,-0.052
"Hall, Chris",2015,So,Elon,-0.052
"Hall, Jake",2013,Fr,UNC Greensboro,-0.040
"Hall, Jake",2014,So,UNC Greensboro,-0.040
"Hall, Jake",2015,Jr,UNC Greensboro,-0.040
"Hall, Matt",2012,Fr,Cornell,0.038
"Hall, Matt",2013,So,Cornell,0.038
"Hall, Matt",2014,Jr,Cornell,0.038
"Hall, Matt",2015,Sr,Cornell,0.038
"Halloran, Matt",2012,So,Minnesota,-0.026
"Halloran, Matt",2013,Jr,Minnesota,-0.026
"Halloran, Matt",2014,Sr,Minnesota,-0.026
"Halloran, Matt",2015,Sr,Minnesota,-0.033
"Hambright, Brett",2012,Sr,Oregon,0.035
"Hamel, Dylan",2015,Fr,Appalachian St.,-0.024
"Hamilton, Dervincent",2015,Fr,Alcorn,-0.042
"Hamlett, David",2013,So,Coppin St.,-0.094
"Hamlett, David",2014,Jr,Coppin St.,-0.094
"Hamlin, Dillion",2012,So,Seton Hall,0.008
"Hamlin, Dillion",2013,Jr,Seton Hall,0.008
"Hamlin, Dillion",2014,Sr,Seton Hall,0.008
"Hancock, J.J.",2015,Fr,Washington St.,0.014
"Hancock, Justin",2013,Jr,Troy,-0.020
"Hancock, Justin",2014,Sr,Troy,-0.020
"Hand, Jake",2014,Fr,Southern Ill.,0.026
"Hand, Jake",2015,So,Southern Ill.,0.026
"Hanson, Chris",2012,Fr,James Madison,-0.012
"Hanson, Chris",2013,Fr,James Madison,-0.012
"Hanson, Chris",2014,So,James Madison,-0.012
"Hanson, Chris",2015,Jr,James Madison,-0.012
"Hanson, Jake",2013,Fr,Valparaiso,0.060
"Hanson, Jake",2014,So,Valparaiso,0.060
"Hanson, Jake",2015,Jr,Valparaiso,0.060
"Haralambis, Zach",2013,Fr,Charleston So.,-0.145
"Haralambis, Zach",2014,So,Charleston So.,-0.145
"Harasta, Evan",2013,Fr,Albany (NY),-0.070
"Harasta, Evan",2014,So,Albany (NY),-0.070
"Harasta, Evan",2015,Jr,Albany (NY),-0.070
"Hardardt, Chris",2014,Fr,Hofstra,0.099
"Hardardt, Chris",2015,So,Hofstra,0.099
"Hardie, Tyler",2014,Fr,Arkansas St.,0.043
"Hardie, Tyler",2015,So,Arkansas St.,0.043
"Hargrove, Hunter",2015,So,Texas Tech,-0.014
"Harrell, Jake",2012,Fr,Troy,-0.030
"Harrell, Jake",2013,So,Troy,-0.030
"Harrell, Jake",2014,Jr,Troy,-0.030
"Harris, Jesse",2012,Sr,Niagara,0.010
"Harris, Joey",2013,Fr,Gonzaga,0.008
"Harris, Joey",2014,So,Gonzaga,0.008
"Harris, Joey",2015,Jr,Gonzaga,0.008
"Harris, John",2012,Jr,Gardner-Webb,-0.080
"Harris, John",2013,Sr,Gardner-Webb,-0.080
"Harrison, Brett",2015,N/A,North Dakota,0.001
"Harrison, C.J.",2012,Fr,Utah Valley,0.004
"Harrison, C.J.",2013,Fr,Utah Valley,0.004
"Harrison, Michael",2015,Fr,Tex.-Pan American,-0.075
"Harris, Tyler",2013,Fr,Missouri St.,0.023
"Harris, Tyler",2014,So,Missouri St.,0.023
"Hart, Mike",2014,Fr,Massachusetts,-0.038
"Hart, Mike",2015,So,Massachusetts,-0.038
"Hartong, Brad",2014,Jr,Indiana,0.105
"Hartong, Brad",2015,Sr,Indiana,0.105
"Harvey, Chris",2012,Fr,Vanderbilt,-0.005
"Harvey, Chris",2013,So,Vanderbilt,-0.005
"Harvey, Chris",2014,Jr,Vanderbilt,-0.005
"Hasenbeck, Derek",2012,Fr,Xavier,0.054
"Hasenbeck, Derek",2013,So,Xavier,0.054
"Hasenbeck, Derek",2014,Jr,Xavier,0.054
"Hasenbeck, Derek",2015,Sr,Xavier,0.054
"Haupt, Dillon",2012,Jr,San Diego,-0.034
"Haupt, Dillon",2013,Sr,San Diego,-0.034
"Hawkins, Berkley",2012,So,VMI,0.015
"Hawkins, Berkley",2013,Jr,VMI,0.015
"Hawkins, Berkley",2014,Sr,VMI,0.015
"Haymaker, Walker",2013,Fr,VCU,0.011
"Haymaker, Walker",2014,So,VCU,0.011
"Haymaker, Walker",2015,Jr,VCU,0.011
"Haynal, Brad",2012,So,San Diego St.,-0.061
"Haynal, Brad",2013,Jr,San Diego St.,-0.061
"Haynal, Brad",2014,Jr,San Diego St.,-0.061
"Haynie, Will",2014,Fr,Alabama,0.036
"Haynie, Will",2015,So,Alabama,0.036
"Hays, German",2013,Jr,Mississippi Val.,-0.036
"Hays, German",2014,Sr,Mississippi Val.,-0.036
"Hazard, Justin",2012,Fr,UCLA,-0.041
"Hazard, Justin",2013,Fr,UCLA,-0.041
"Hazard, Justin",2014,So,UCLA,-0.041
"Hazard, Justin",2015,Jr,UCLA,-0.041
"Hebert, Jordan",2013,Jr,Houston Baptist,0.041
"Hebert, Jordan",2014,Sr,Houston Baptist,0.041
"Heelan, Scott",2013,So,Northwestern,0.028
"Heelan, Scott",2014,Jr,Northwestern,0.028
"Heelan, Scott",2015,Sr,Northwestern,0.028
"Hege, Ryan",2012,Jr,Wichita St.,0.040
"Heil, Mark",2012,Sr,Columbia,-0.059
"Heineman, Tyler",2012,Jr,UCLA,-0.026
"Heinzer, Riley",2012,Jr,St. Mary's (CA),0.069
"Heinzer, Riley",2013,Sr,St. Mary's (CA),0.069
"Helmburg, Louie",2012,So,Marshall,0.028
"Helms, Griffin",2015,Fr,Kennesaw St.,-0.003
"Hemphill, Spencer",2015,Fr,La.-Monroe,-0.059
"Henk, Thomas",2012,Jr,Lamar,0.005
"Henry, Matt",2012,Jr,McNeese St.,-0.052
"Henry, Matt",2013,Sr,McNeese St.,-0.052
"Henson, Jake",2013,Fr,Saint Louis,-0.076
"Henson, Jake",2014,So,Saint Louis,-0.076
"Henson, Jake",2015,Jr,Saint Louis,-0.076
"Hermanson, Lukas",2014,Fr,A&M-Corpus Chris,0.011
"Hermanson, Lukas",2015,So,A&M-Corpus Chris,0.011
"Hermanussen, Brent",2015,Jr,New Mexico St.,0.040
"Hermelyn, Anthony",2013,Fr,Oklahoma,0.159
"Hermelyn, Anthony",2014,So,Oklahoma,0.159
"Hermelyn, Anthony",2015,Jr,Oklahoma,0.159
"Hernandez, Dakota",2012,Fr,BYU,0.043
"Hernandez, Dakota",2013,So,BYU,0.043
"Hernandez, Dakota",2014,Jr,BYU,0.043
"Hernandez, Jake",2012,So,Southern California,0.011
"Hernandez, Jake",2013,Jr,Southern California,0.011
"Hernandez, Jake",2014,Sr,Southern California,0.011
"Hernandez, Jose",2015,Fr,Mercer,0.021
"Hernandez, Marcus",2012,Fr,Bucknell,-0.037
"Hernandez, Marcus",2013,So,Bucknell,-0.037
"Herrera, Andrew",2014,Fr,Yale,-0.032
"Herrera, Andrew",2015,So,Yale,-0.032
"Herrera, Ismael",2015,Fr,Norfolk St.,-0.025
"Hershey, Mason",2012,Jr,East Tenn. St.,0.065
"Hershey, Mason",2013,Sr,East Tenn. St.,0.065
"Herter, Steffen",2013,Fr,Quinnipiac,-0.066
"Hesson, Chase",2012,Jr,Louisiana Tech,0.011
"Hewitt, Dalton",2012,Fr,Southeast Mo. St.,-0.110
"Hewitt, Dalton",2013,So,Southeast Mo. St.,-0.110
"Hewitt, Dalton",2014,Jr,Southeast Mo. St.,-0.110
"Hewitt, Dalton",2015,Sr,Southeast Mo. St.,-0.110
"Hiatt, Robert",2013,Jr,N.C. Central,0.004
"Hickey, Danny",2012,Sr,Central Conn. St.,0.047
"Hickman, Blake",2013,Fr,Iowa,-0.016
"Hickman, Blake",2014,So,Iowa,-0.016
"Hickman, Blake",2015,Jr,Iowa,-0.016
"Hicks, Blake",2015,Fr,Texas Southern,0.027
"Higgins, P.J.",2013,Fr,Old Dominion,0.030
"Higgins, P.J.",2014,So,Old Dominion,0.030
"Higgins, P.J.",2015,Jr,Old Dominion,0.030
"Hills, Parker",2012,Fr,Lafayette,-0.055
"Hills, Parker",2013,So,Lafayette,-0.055
"Hills, Parker",2014,Jr,Lafayette,-0.055
"Hills, Parker",2015,Sr,Lafayette,-0.055
"Hill, Tanner",2014,So,Texas St.,-0.051
"Hill, Tanner",2015,Jr,Texas St.,-0.051
"Hindmon, Erik",2014,Jr,South Ala.,-0.033
"Hissey, Ryan",2013,Fr,William & Mary,-0.012
"Hissey, Ryan",2014,So,William & Mary,-0.012
"Hissey, Ryan",2015,Jr,William & Mary,-0.012
"Hitt, Matt",2012,Sr,Eastern Mich.,-0.011
"Hladek, Nick",2012,Jr,Butler,-0.015
"Hladek, Nick",2013,Sr,Butler,-0.015
"Hodge, Marcus",2014,Fr,Southern U.,0.073
"Hodge, Marcus",2015,Fr,Southern U.,0.073
"Hoenecke, Paul",2012,Sr,Milwaukee,0.042
"Hoffer, Aaron",2014,Sr,Savannah St.,-0.029
"Hoffman, Dave",2013,Fr,Siena,0.028
"Hoffman, Dave",2014,So,Siena,0.028
"Hoffman, Dave",2015,Jr,Siena,0.028
"Hogan, Ty",2013,Fr,Western Ky.,-0.018
"Hogan, Ty",2014,Fr,Western Ky.,-0.018
"Hogan, Ty",2015,So,Western Ky.,-0.018
"Hoime, Kellen",2012,Sr,Long Beach St.,-0.005
"Holberton, Brian",2012,So,North Carolina,-0.022
"Holberton, Brian",2013,Jr,North Carolina,-0.022
"Holbrook, Kyle",2015,Fr,Dartmouth,-0.030
"Holcomb, Spencer",2015,Fr,Western Caro.,-0.078
"Hollenbeck, Mike",2012,So,Illinois St.,-0.003
"Hollenbeck, Mike",2013,Jr,Illinois St.,-0.003
"Hollenbeck, Mike",2014,Sr,Illinois St.,-0.003
"Holsomback,",2015,N/A,Stephen F. Austin,-0.095
"Holton, Jimmy",2012,So,Col. of Charleston,-0.034
"Holton, Jimmy",2013,Jr,Col. of Charleston,-0.034
"Ho, Mitchell",2015,Jr,Western Mich.,-0.002
"Hoo, Chris",2012,So,Cal Poly,0.041
"Hoo, Chris",2013,Jr,Cal Poly,0.041
"Hoo, Chris",2014,Sr,Cal Poly,0.041
"Hook, Tommy",2013,Fr,Northern Ill.,-0.039
"Hook, Tommy",2014,So,Northern Ill.,-0.039
"Hook, Tommy",2015,Jr,Northern Ill.,-0.039
"Hope, Garrett",2015,So,West Virginia,-0.021
"Hopkins, Jordan",2012,Fr,Tennessee Tech,0.041
"Hopkins, Jordan",2013,So,Tennessee Tech,0.041
"Hopkins, Jordan",2014,Jr,Tennessee Tech,0.041
"Hopkins, Jordan",2015,Sr,Tennessee Tech,0.041
"Horanski, Luke",2015,Fr,Creighton,0.057
"Horn, Derick",2012,So,Sacred Heart,0.019
"Horn, Derick",2013,Jr,Sacred Heart,0.019
"Horn, Derick",2014,Sr,Sacred Heart,0.019
"Hostettler, Logan",2012,Sr,Lipscomb,0.014
"Hottman, Brent",2012,Sr,Sacramento St.,-0.068
"Hotusing, Omar",2014,Jr,Norfolk St.,-0.072
"Hotusing, Omar",2015,Sr,Norfolk St.,-0.072
"Hough, Ross",2014,Jr,Bakersfield,-0.033
"Hough, Ross",2015,Sr,Bakersfield,-0.033
"Houser, David",2013,Fr,Tennessee,-0.133
"Houser, David",2014,So,Tennessee,-0.133
"Houser, David",2015,Jr,Tennessee,-0.133
"Howe, Alex",2013,Jr,Tex.-Pan American,0.082
"Howe, Alex",2014,Sr,Tex.-Pan American,0.082
"Howell, Mason",2012,Jr,East Tenn. St.,-0.014
"Howerton, Tristan",2015,Fr,Towson,-0.054
"Huber, Jared",2015,Fr,Texas St.,-0.045
"Huckabay, Jacob",2013,Fr,Tex.-Pan American,0.022
"Huckabay, Jacob",2014,So,Tex.-Pan American,0.022
"Huckabay, Jacob",2015,So,Tex.-Pan American,0.022
"Huck, Ryan",2012,Jr,Western Ky.,-0.006
"Huck, Ryan",2013,Sr,Western Ky.,-0.006
"Hudgins, Chris",2015,Fr,Cal St. Fullerton,0.027
"Hudson, Joe",2012,Jr,Notre Dame,0.061
"Huff, Dustin",2012,Sr,Southern Ill.,0.034
"Huggins, Blair",2013,Fr,Gardner-Webb,0.039
"Huggins, Blair",2014,So,Gardner-Webb,0.039
"Huggins, Blair",2015,Jr,Gardner-Webb,0.039
"Hull, Travis",2015,Jr,Central Ark.,-0.002
"Hulsey, Austin",2013,Fr,Alabama A&M,-0.115
"Hulsey, Austin",2014,So,Alabama A&M,-0.115
"Hulsey, Austin",2015,Jr,Alabama A&M,-0.115
"Hummel, Cooper",2014,Fr,Portland,0.004
"Hummel, Cooper",2015,So,Portland,0.004
"Hummel, Zach",2014,Fr,Appalachian St.,-0.024
"Hummel, Zach",2015,So,Appalachian St.,-0.024
"Hunt, Blake",2012,Sr,Charleston So.,-0.045
"Huntey, Tyler",2012,So,Central Mich.,0.043
"Huntey, Tyler",2013,Jr,Central Mich.,0.043
"Huntey, Tyler",2014,Jr,Central Mich.,0.043
"Huntey, Tyler",2015,Sr,Central Mich.,0.043
"Huntley, Josh",2014,Fr,Brown,-0.072
"Huntley, Josh",2015,So,Brown,-0.072
"Hutchins, Nick",2015,Fr,Southern Ill.,-0.063
"Hutting, Eric",2013,Fr,Long Beach St.,0.085
"Hutting, Eric",2014,So,Long Beach St.,0.085
"Hutting, Eric",2015,Jr,Long Beach St.,0.085
"Hybner, Blue",2014,Jr,Incarnate Word,-0.032
"Hyde, Patrick",2013,Sr,Northern Ky.,-0.048
"Iannotti, Lou",2014,So,Quinnipiac,0.008
"Iannotti, Lou",2015,Jr,Quinnipiac,0.008
"Iannotti, Louis",2012,Fr,Siena,-0.053
"Ibrahim, Jason",2013,Fr,Ark.-Pine Bluff,0.034
"Ibrahim, Jason",2014,So,Ark.-Pine Bluff,0.034
"Ibrahim, Jason",2015,Jr,Ark.-Pine Bluff,0.034
"Ice, Logan",2014,Fr,Oregon St.,0.013
"Ice, Logan",2015,So,Oregon St.,0.013
"Ionta, Mike",2015,Fr,Saint Peter's,-0.008
"Irving, Dale",2012,Fr,UCF,-0.019
"Irving, Dale",2013,So,UCF,-0.019
"Irving, Nate",2012,Fr,Virginia,0.041
"Irving, Nate",2013,So,Virginia,0.041
"Irving, Nate",2014,Jr,Virginia,0.041
"Italiano, Anthony",2012,So,Stony Brook,0.017
"Italiano, Anthony",2013,Jr,Stony Brook,0.017
"Italiano, Anthony",2014,Sr,Stony Brook,0.017
"Ivory, Jake",2012,Fr,Missouri,-0.030
"Ivory, Jake",2013,So,Missouri,-0.030
"Ivory, Jake",2014,Jr,Missouri,-0.030
"Ivory, Jake",2015,Sr,Missouri,-0.030
"Jackson, Daniel",2014,Fr,Long Beach St.,0.041
"Jackson, Daniel",2015,So,Long Beach St.,0.041
"Jackson, Danny",2015,So,Illinois St.,-0.009
"Jackson, Joe",2012,So,Citadel,0.004
"Jackson, Joe",2013,Jr,Citadel,0.004
"Jackson, J.P.",2012,N/A,Cincinnati,-0.066
"Jackson, J.P.",2013,Sr,Cincinnati,-0.066
"Jacobson, Cary",2013,Fr,Monmouth,0.005
"Jacobson, Cary",2014,So,Monmouth,0.005
"Jacobson, Cary",2015,Jr,Monmouth,0.005
"Jacoby, Nolan",2012,Jr,Oakland,-0.035
"Jacoby, Nolan",2013,Sr,Oakland,-0.035
"James, Mac",2013,So,Oklahoma,-0.024
"James, Mac",2014,Jr,Oklahoma,-0.024
"Jamett, Dominic",2013,So,Michigan,-0.021
"Jamett, Dominic",2014,Jr,Michigan,-0.021
"Jamett, Dominic",2015,Sr,Michigan,-0.021
"Jarvis, Austin",2012,So,Bradley,-0.080
"Jarvis, Austin",2013,Jr,Bradley,-0.080
"Jarvis, Austin",2014,Sr,Bradley,-0.080
"Jarvis, Jarrett",2012,Fr,BYU,-0.095
"Jarvis, Jarrett",2013,So,BYU,-0.095
"Jarvis, Jarrett",2014,Jr,BYU,-0.095
"Jarvis, Jarrett",2015,Sr,BYU,-0.095
"Jeffery, Josh",2012,Sr,Dayton,0.005
"Jenner, Jesse",2014,Jr,San Diego,0.066
"Jenner, Jesse",2015,Sr,San Diego,0.066
"Jennings, John",2013,Fr,Massachusetts,-0.007
"Jennings, John",2014,So,Massachusetts,-0.007
"Jennings, John",2015,Jr,Massachusetts,-0.007
"Jewell, James",2014,Jr,Purdue,0.010
"Jewell, James",2015,Jr,Purdue,0.010
"Joe, Connor",2012,Fr,San Diego,-0.018
"Joe, Connor",2013,So,San Diego,-0.018
"Joe, Connor",2014,Jr,San Diego,-0.018
"Johnson, Andrew",2012,Jr,Army,-0.013
"Johnson, Andrew",2013,Sr,Army,-0.013
"Johnson, Andy",2012,Sr,Michigan St.,0.088
"Johnson, Blake",2012,Jr,UALR,-0.011
"Johnson, Blake",2013,Sr,UALR,-0.011
"Johnson, Brandon",2015,Fr,Richmond,0.032
"Johnson, Drew",2012,Fr,SIUE,-0.079
"Johnson, Drew",2013,So,SIUE,-0.079
"Johnson, Drew",2014,Jr,SIUE,-0.079
"Johnson, Drew",2015,Sr,SIUE,-0.079
"Johnson, Forrest",2012,So,Notre Dame,0.096
"Johnson, Forrest",2013,Jr,Notre Dame,0.096
"Johnson, Forrest",2014,Sr,Notre Dame,0.096
"Johnson, Forrest",2015,Sr,Notre Dame,0.040
"Johnson, Garrett",2013,So,Florida A&M,-0.111
"Johnson, Garrett",2014,Jr,Florida A&M,-0.111
"Johnson, Garrett",2015,Sr,Florida A&M,-0.111
"Johnson, Kevin",2012,Sr,Georgetown,0.091
"Johnson, Nate",2013,Sr,Pepperdine,0.052
"Johnson, Zach",2012,So,Michigan,0.006
"Johnson, Zach",2013,Jr,Michigan,0.006
"Jolley, Robby",2015,Jr,Florida A&M,-0.044
"Jones, Matt",2013,Jr,Southern Ill.,0.016
"Jones, Matt",2014,Sr,Southern Ill.,0.016
"Jones, P.J.",2012,Fr,Washington St.,-0.044
"Jones, P.J.",2013,So,Washington St.,-0.044
"Jones, P.J.",2014,Jr,Washington St.,-0.044
"Jones, P.J.",2015,Sr,Washington St.,-0.044
"Jones, Tyler",2012,Sr,LIU Brooklyn,-0.080
"Jordan, Stefan",2012,So,N.C. A&T,-0.114
"Jordan, Stefan",2013,Jr,N.C. A&T,-0.114
"Jordan, Stefan",2014,Sr,N.C. A&T,-0.114
"Juran, Taylor",2012,Sr,Temple,-0.101
"Jurich, Alex",2012,So,Ill.-Chicago,-0.003
"Jurich, Alex",2013,Jr,Ill.-Chicago,-0.003
"Jurich, Alex",2014,Sr,Ill.-Chicago,-0.003
"Ka'aua, Chayce",2014,Fr,Hawaii,-0.010
"Ka'aua, Chayce",2015,Fr,Hawaii,-0.010
"Kaleiwahea, Brennon",2015,Fr,Washington St.,0.030
"Kalenkosky, Casey",2012,Sr,Texas St.,0.029
"Kalush, Scott",2012,Sr,UC Davis,-0.003
"Kammler, Adam",2012,Sr,La Salle,0.048
"Kaplan, Mark",2012,Jr,Mississippi Val.,-0.013
"Kaplan, Mark",2013,Jr,Mississippi Val.,-0.013
"Karmeris, Paul",2012,Jr,North Florida,0.019
"Karmeris, Paul",2013,Sr,North Florida,0.019
"Kay, Cory",2012,Fr,Houston,-0.024
"Keegan, Trey",2013,Fr,Bowling Green,0.034
"Keegan, Trey",2014,Fr,Bowling Green,0.034
"Keegan, Trey",2015,So,Bowling Green,0.034
"Keeler, Brett",2012,Sr,SIUE,-0.012
"Keener, Cameron",2013,Jr,New Orleans,-0.119
"Keller, Jack",2012,Fr,Navy,-0.019
"Keller, Jack",2013,So,Navy,-0.019
"Keller, Jack",2014,Jr,Navy,-0.019
"Keller, Jack",2015,Sr,Navy,-0.019
"Kelly, Devin",2012,Jr,Western Ky.,-0.030
"Kelly, Devin",2013,Sr,Western Ky.,-0.030
"Kelly, Dylan",2013,Jr,Missouri,0.030
"Kelly, Dylan",2014,Sr,Missouri,0.030
"Kelly, Garrett",2013,Fr,Wake Forest,-0.001
"Kelly, Garrett",2014,So,Wake Forest,-0.001
"Kelly, Garrett",2015,Jr,Wake Forest,-0.001
"Kennedy, A.J.",2013,Fr,Cal St. Fullerton,0.091
"Kennedy, A.J.",2014,So,Cal St. Fullerton,0.091
"Kennedy, A.J.",2015,Jr,Cal St. Fullerton,0.091
"Kennedy, Garrett",2012,Fr,Miami (FL),0.028
"Kennedy, Garrett",2013,So,Miami (FL),0.028
"Kennedy, Garrett",2014,Jr,Miami (FL),0.028
"Kennedy, Garrett",2015,Sr,Miami (FL),0.028
"Kenyon, Trevor",2013,Jr,Iowa,0.094
"Kenyon, Trevor",2014,Sr,Iowa,0.094
"Keppler, Ralph",2012,Sr,Albany (NY),-0.002
"Kerr, Brady",2015,Jr,Portland,0.063
