year	division_id	school_id	uniform_number	player_id	player_name	player_url	class_year	position	g	tc	po	a	e	fpct	dp	sba	rcs	rcs_percent	pb	ci
2014	1	whartoncountyjuniorcollege	17	lanceelling7vui	Lance Elling	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/lanceelling7vui	So	RHP	11	11	3	7	1	.909						
2014	1	whartoncountyjuniorcollege	41	jacobburkholdereuov	Jacob Burkholder	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jacobburkholdereuov	Fr	LHP	5	3	2	1	0	1.000						
2014	1	whartoncountyjuniorcollege	26	fernandomartinezlrcv	Fernando Martinez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/fernandomartinezlrcv	Fr	RHP	8	9	2	6	1	.889		3				
2014	1	whartoncountyjuniorcollege	19	baileydardenao78	Bailey Darden	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/baileydardenao78	Fr	RHP	10	11	1	8	2	.818						
2014	1	whartoncountyjuniorcollege	32	austineichmanb4is	Austin Eichman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/austineichmanb4is	So	RHP	5	6	1	4	1	.833		1				
2014	1	whartoncountyjuniorcollege	6	austinfarrowy6mg	Austin Farrow	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/austinfarrowy6mg	Fr	RHP	9	10	1	7	2	.800	2					
2014	1	whartoncountyjuniorcollege	7	cullengroovernd4v	Cullen Groover	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/cullengroovernd4v	Fr	C	30	1	1	0	0	1.000						
2014	1	whartoncountyjuniorcollege	8	joesephlyall7l5r	Joeseph Lyall	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joesephlyall7l5r	Fr	RHP/OF	12	4	1	3	0	1.000		1				
2014	1	whartoncountyjuniorcollege	9	rourkemelia1s4k	Rourke Melia	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/rourkemelia1s4k	Fr	RHP	6	3	1	2	0	1.000	1					
2014	1	whartoncountyjuniorcollege	36	johnathansilva6gux	Johnathan Silva	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/johnathansilva6gux	Fr	Inf	3	1	1	0	0	1.000	1					
2014	1	whartoncountyjuniorcollege	35	robertblalock7ri5	Robert Blalock	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/robertblalock7ri5	Fr	LHP	7	0	0	0	0							
2014	1	whartoncountyjuniorcollege	44	justinjones1k5b	Justin Jones	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/justinjones1k5b	So	RHP	7	5	0	5	0	1.000			1	1.000		
2014	1	whartoncountyjuniorcollege	38	masonmizensv4	Mason Mize	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/masonmizensv4	Fr	RHP	8	5	0	4	1	.800	1					
2014	1	whartoncountyjuniorcollege	23	jacobsosaw2fx	Jacob Sosa	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jacobsosaw2fx	Fr	LHP	1	0	0	0	0							
2014	1	whartoncountyjuniorcollege	47	joeyzepedahxkg	Joey Zepeda	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joeyzepedahxkg	Fr	RHP	7	1	0	1	0	1.000						
2013	1	marionmilitaryinstitute	3	bradycolburnmjvt	Brady Colburn	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bradycolburnmjvt	So	1B/3B	27	149	127	12	10	.933	1					
2013	1	marionmilitaryinstitute	15	zachpoticnyswvt	Zach Poticny	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/zachpoticnyswvt	Fr	OF	30	77	76	0	1	.987	1					
2013	1	marionmilitaryinstitute	7	yanceyfosterydlx	Yancey Foster	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/yanceyfosterydlx	Fr	C	18	78	73	2	3	.962		5	1	.167	3	2
2013	1	marionmilitaryinstitute	4	greggladdenh3cy	Greg Gladden	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/greggladdenh3cy	Fr	C/UTL	26	80	66	8	6	.925		3	3	.500	4	
2013	1	marionmilitaryinstitute	14	kevinsimmonss57a	Kevin Simmons	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kevinsimmonss57a	Fr	LHP/1B	23	79	64	8	7	.911	1					
2013	1	marionmilitaryinstitute	1	shaunspringo20j	Shaun Spring	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/shaunspringo20j	Fr	2B	27	84	39	41	4	.952	2					
2013	1	marionmilitaryinstitute	10	anthonyspiveyht1x	Anthony Spivey	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/anthonyspiveyht1x	So	OF	26	41	36	3	2	.951						
2013	1	marionmilitaryinstitute	21	stevenwardexw3	Steven Ward	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/stevenwardexw3	Fr	OF	25	35	34	1	0	1.000						
2013	1	marionmilitaryinstitute	19	brycelairdfbmo	Bryce Laird	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brycelairdfbmo	Fr	3B/2B	30	66	29	25	12	.818						
2013	1	marionmilitaryinstitute	18	billyroseaayk	Billy Rose	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/billyroseaayk	Fr	OF	23	40	28	11	1	.975						
2013	1	marionmilitaryinstitute	23	alexreynagg2a	Alex Reyna	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alexreynagg2a	Fr	SS/3B	29	110	24	66	20	.818	3					
2013	1	marionmilitaryinstitute	5	traviscranengcj	Travis Crane	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/traviscranengcj	Fr	LHP/1B	11	20	18	0	2	.900						
2013	1	marionmilitaryinstitute	6	joehudsonduyn	Joe Hudson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joehudsonduyn	Fr	RHP/SS	26	58	15	38	5	.914						
2013	1	marionmilitaryinstitute	24	zachdavis6u6a	Zach Davis	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/zachdavis6u6a	Fr	UTL	13	15	14	1	0	1.000						
2013	1	marionmilitaryinstitute	36	kylesloanwqdr	Kyle Sloan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kylesloanwqdr	Fr	1B/3B	18	7	7	0	0	1.000						
2013	1	marionmilitaryinstitute	30	hudsonseman7cu0	Hudson Seman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hudsonseman7cu0	Fr	C	6	6	6	0	0	1.000			1	1.000		
2013	1	marionmilitaryinstitute	9	stoniephillipsaxc9	Stonie Phillips	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/stoniephillipsaxc9	Fr	OF	15	8	5	1	2	.750						
2013	1	marionmilitaryinstitute	8	andrewmaskhpeu	Andrew Mask	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/andrewmaskhpeu	Fr	RHP	11	8	3	5	0	1.000		2				
2013	1	marionmilitaryinstitute	11	daltonbahriksu9l	Dalton Bahrik	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/daltonbahriksu9l	Fr	RHP	10	7	2	5	0	1.000			1	1.000		
2013	1	marionmilitaryinstitute	12	danielfaulk739k	Daniel Faulk	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/danielfaulk739k	Fr	RHP	7	5	2	3	0	1.000						
2013	1	marionmilitaryinstitute	2	terrancerobinsonmj53	Terrance Robinson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/terrancerobinsonmj53	Fr	RHP/OF	16	3	2	1	0	1.000						
2013	1	marionmilitaryinstitute	32	chrispennell6zmh	Chris Pennell	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chrispennell6zmh	So	RHP/DH	18	6	1	5	0	1.000						
2013	1	marionmilitaryinstitute	13	bohoffmanq7tb	Bo Hoffman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bohoffmanq7tb	Fr	RHP	6	3	0	0	3	.000						
2013	1	marionmilitaryinstitute	20	gabrielnevalau2u5	Gabriel Nevala	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/gabrielnevalau2u5	Fr	RHP	9	1	0	1	0	1.000						
2013	1	marionmilitaryinstitute	33	codyrobyry8r	Cody Roby	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/codyrobyry8r	Fr	RHP	1	0	0	0	0							
2013	1	marionmilitaryinstitute	25	brianstecker8az9	Brian Stecker	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brianstecker8az9	Fr	RHP	7	2	0	2	0	1.000						
2013	1	marionmilitaryinstitute	22	hunterwessonog0k	Hunter Wesson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterwessonog0k	So	DH	13	0	0	0	0							
2014	3	corningcommunitycollege	5	jesseswankjl7	Jesse Swan	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jesseswankjl7	Fr	C	6	33	30	3	0	1.000		5			1	
2014	3	corningcommunitycollege	31	wyattmartinr41o	Wyatt Martin	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/wyattmartinr41o	Fr	IF	4	30	26	3	1	.967						
2014	3	corningcommunitycollege	21	ottobresserk6ty	Otto Bresser	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ottobresserk6ty	Fr		6	27	25	2	0	1.000						
2014	3	corningcommunitycollege	6	richardtorresx4yb	Richard Torres	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/richardtorresx4yb	Fr	C/OF	6	19	18	1	0	1.000		1			1	
2014	3	corningcommunitycollege	3	codyschietizk	Cody Schie	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/codyschietizk	So	OF/P	9	14	14	0	0	1.000						
2014	3	corningcommunitycollege	17	skylarleljedalnz0h	Skylar Leljedal	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/skylarleljedalnz0h	Fr	IF?P	5	14	12	2	0	1.000		1				
2014	3	corningcommunitycollege	11	scottclark82wi	Scott Clark	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/scottclark82wi	Fr	IF	9	19	11	5	3	.842						
2014	3	corningcommunitycollege	8	codywhitmer42i4	Cody Whitmer	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/codywhitmer42i4	So	OF/P	10	16	11	2	3	.812						
2014	3	corningcommunitycollege	1	codymarchesehbc7	Cody Marchese	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/codymarchesehbc7	Fr	IF/P	10	32	10	16	6	.812						
2014	3	corningcommunitycollege	7	kevinboulas1c3g	Kevin Boulas	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kevinboulas1c3g	Fr	P/IF	9	14	8	6	0	1.000						
2014	3	corningcommunitycollege	14	mattshawtduk	Matt Shaw	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mattshawtduk	Fr	OF	7	5	5	0	0	1.000						
2014	3	corningcommunitycollege	10	tannerrarrickmhq5	Tanner Rarrick	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/tannerrarrickmhq5	Fr	OF	3	6	4	0	2	.667						
2014	3	corningcommunitycollege	19	kurtluddenuzo5	Kurt Ludden	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kurtluddenuzo5	So	OF	6	4	3	0	1	.750						
2014	3	corningcommunitycollege	13	mitchbuckleyvkid	Mitch Buckley	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mitchbuckleyvkid	Fr	IF/P	10	11	2	9	0	1.000						
2014	3	corningcommunitycollege	20	trentbuckleyfiy3	Trent Buckley	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/trentbuckleyfiy3	Fr	C/OF	4	1	1	0	0	1.000						
2014	3	corningcommunitycollege	15	krisorourkegzcg	Kris O'Rourke	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/krisorourkegzcg	Fr	P/IF	4	4	1	1	2	.500						
2014	3	corningcommunitycollege	28	ryandelgadoh9dd	Ryan Delgado	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ryandelgadoh9dd	Fr	P/OF	3	0	0	0	0							
2014	3	corningcommunitycollege	2	silviodelgado6yjs	Silvio Delgado	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/silviodelgado6yjs	Fr	IF	2	0	0	0	0							
2014	3	corningcommunitycollege	12	patferoc7m0	Pat Fero	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/patferoc7m0	So	P	1	2	0	1	1	.500						
2014	3	corningcommunitycollege	25	cotykitchingnsc	Coty Kitchin	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/cotykitchingnsc	Fr	P	1	0	0	0	0							
2014	3	corningcommunitycollege	4	andymagnusenpcgi	Andy Magnusen	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/andymagnusenpcgi	Fr	OF	1	0	0	0	0							
2014	3	corningcommunitycollege	30	alanstanhopetzwd	Alan Stanhope	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/alanstanhopetzwd	Fr	P/OF	2	3	0	3	0	1.000		5				
2013	1	blinncollege	12	jamesduval4iaj	James Duval	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jamesduval4iaj	Fr	C	28	332	175	157	0	1.000		16	5	.238	1	
2013	1	blinncollege	2	josereyesy46w	Jose Reyes	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/josereyesy46w	Fr	SS	38	252	120	123	9	.964	15					
2013	1	blinncollege	16	cullenjozwiakksh3	Cullen Jozwiak	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/cullenjozwiakksh3	Fr	2B/SS	40	212	101	105	6	.972	9					
2013	1	blinncollege	26	hunterlehmanewus	Hunter Lehman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterlehmanewus	Fr	C	19	205	101	101	3	.985		19	8	.296		1
2013	1	blinncollege	33	jagertoffanwgob	Jager Toffan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jagertoffanwgob	Fr	CF	40	146	80	65	1	.993						
2013	1	blinncollege	19	cadenwilliamszxja	Caden Williams	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/cadenwilliamszxja	Fr	3B	40	138	64	68	6	.957	4	2				
2013	1	blinncollege	9	nolanbrowncvbe	Nolan Brown	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nolanbrowncvbe	So	RF	39	110	56	53	1	.991	1	2				
2013	1	blinncollege	23	cullengassawayt5ve	Cullen Gassaway	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/cullengassawayt5ve	So	1B	39	106	55	50	1	.991	2					
2013	1	blinncollege	17	stephenstuart73bb	Stephen Stuart	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/stephenstuart73bb	Fr	OF/DH	39	79	45	34	0	1.000	3					
2013	1	blinncollege	6	reedrobinson4546	Reed Robinson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/reedrobinson4546	Fr	SS/2B	20	64	31	32	1	.984	2					
2013	1	blinncollege	18	connersmithyx2k	Conner Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/connersmithyx2k	Fr	LF	20	34	17	16	1	.971						
2013	1	blinncollege	4	christianthamespve2	Christian Thames	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/christianthamespve2	Fr	LHP	19	26	12	14	0	1.000						
2013	1	blinncollege	1	claytonauippaxyez	Clayton Auippa	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/claytonauippaxyez	Fr	2B	13	19	10	9	0	1.000						
2013	1	blinncollege	39	shanemccarleyh2hy	Shane McCarley	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/shanemccarleyh2hy	Fr	RHP	11	16	8	8	0	1.000						
2013	1	blinncollege	31	robbiedickey7pa3	Robbie Dickey	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/robbiedickey7pa3	So	RHP	9	14	7	7	0	1.000		2				
2013	1	blinncollege	28	kentcorsocy6x	Kent Corso	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kentcorsocy6x	Fr	OF/RHP	7	12	6	6	0	1.000						
2013	1	blinncollege	29	brettrohdevrh2	Brett Rohde	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brettrohdevrh2	Fr	OF	5	8	4	4	0	1.000						
2013	1	blinncollege	13	sethballewzs8q	Seth Ballew	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/sethballewzs8q	Fr	LHP	10	6	3	3	0	1.000						
2013	1	blinncollege	21	tylerday39k5	Tyler Day	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tylerday39k5	So	RHP	5	6	3	3	0	1.000						
2013	1	blinncollege	3	jacobsarabia4xw1	Jacob Sarabia	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jacobsarabia4xw1	So	2B	10	6	3	3	0	1.000						
2013	1	blinncollege	24	keithbrenner4j4n	Keith Brenner	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/keithbrenner4j4n	So	RHP	11	6	2	3	1	.833		2				
2013	1	blinncollege	40	dylanshuckdmwg	Dylan Shuck	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dylanshuckdmwg	So	1B/DH	5	4	2	1	1	.750						
2013	1	blinncollege	27	ryanskoruppa242l	Ryan Skoruppa	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ryanskoruppa242l	So	LHP	4	4	2	2	0	1.000						
2013	1	blinncollege	14	trevorahinkcz1	Trevor Ahin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/trevorahinkcz1	Fr	3B	5	2	1	1	0	1.000						
2013	1	blinncollege	15	coledohertrygf60	Cole Dohertry	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/coledohertrygf60	So	LHP	8	2	1	0	1	.500						
2013	1	blinncollege	32	keatonsabestaapm0	Keaton Sabesta	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/keatonsabestaapm0	Fr	LHP	5	2	1	1	0	1.000						
2013	1	blinncollege	20	jamesbarry64el	James Barry	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jamesbarry64el	Fr	3B/DH	6	0	0	0	0							
2013	1	blinncollege	7	tylerellison2btu	Tyler Ellison	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tylerellison2btu	Fr	OF	3	0	0	0	0							
2013	1	blinncollege	30	dillonmazzoccoli03m1	Dillon Mazzoccoli	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dillonmazzoccoli03m1	So	RHP	11	3	0	2	1	.667						
2013	1	blinncollege	44	nickmelvin8s8a	Nick Melvin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nickmelvin8s8a	Fr	RHP	2	0	0	0	0							
2013	3	columbiagreenecommunitycollege	5	mitchellmccombrysa	Mitchell McComb	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mitchellmccombrysa	Fr	INF/C	4	21	13	6	2	.905						
2013	3	columbiagreenecommunitycollege	11	spencerwinters35jp	Spencer Winters	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/spencerwinters35jp	So	OF	5	13	8	1	4	.692						
2013	3	columbiagreenecommunitycollege	3	kylelylest8l1	Kyle Lyles	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kylelylest8l1	Fr	INF/OF	5	9	7	0	2	.778						
2013	3	columbiagreenecommunitycollege	6	connorcaridnalexcxw	Connor Caridnale	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/connorcaridnalexcxw	So	C	4	6	6	0	0	1.000						
2013	3	columbiagreenecommunitycollege	12	ezraernstpqnb	Ezra Ernst	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ezraernstpqnb	So	P	5	8	6	2	0	1.000						
2013	3	columbiagreenecommunitycollege	9	cameronoverbaughn2mx	Cameron Overbaugh	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/cameronoverbaughn2mx	Fr	INF/P	5	13	6	3	4	.692						
2013	3	columbiagreenecommunitycollege	24	andrielsantanamh43	Andriel Santana	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/andrielsantanamh43	So	INF/P	5	11	6	4	1	.909						
2013	3	columbiagreenecommunitycollege	18	robertbruckmandmxp	Robert Bruckman	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/robertbruckmandmxp	Fr	C	2	6	5	0	1	.833						
2013	3	columbiagreenecommunitycollege	32	deanmazzuchellinbwb	Dean Mazzuchelli	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/deanmazzuchellinbwb	Fr	INF	2	5	4	0	1	.800						
2013	3	columbiagreenecommunitycollege	25	derekshellogik8p	Derek Shellog	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/derekshellogik8p	Fr	INF	3	10	4	3	3	.700						
2013	3	columbiagreenecommunitycollege	7	peterrussokjha	Peter Russo	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/peterrussokjha	So	INF	2	7	3	4	0	1.000						
2013	3	columbiagreenecommunitycollege	22	matthewdallas4fu5	Matthew Dallas	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/matthewdallas4fu5	Fr	P	4	4	2	2	0	1.000						
2013	3	columbiagreenecommunitycollege	10	brandonnelmesi016	Brandon Nelmes	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brandonnelmesi016	So	OF	3	2	2	0	0	1.000						
2013	3	columbiagreenecommunitycollege	8	nathanissler8qx7	Nathan Issler	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nathanissler8qx7	Fr	OF	5	0	0	0	0							
2013	3	columbiagreenecommunitycollege	34	connormead73nd	Connor Mead	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/connormead73nd	So	P	1	0	0	0	0							
2013	3	columbiagreenecommunitycollege	42	joemurrayk2af	Joe Murray	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/joemurrayk2af	Fr	P	1	0	0	0	0							
2013	3	columbiagreenecommunitycollege	17	codyrogerszq19	Cody Rogers	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/codyrogerszq19	Fr	INF	2	0	0	0	0							
2013	3	columbiagreenecommunitycollege	15	hunterscully3c06	Hunter Scully	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/hunterscully3c06	So	INF/P	1	0	0	0	0							
2013	3	columbiagreenecommunitycollege	33	brianstanczukcogg	Brian Stanczuk	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brianstanczukcogg	Fr	P	3	0	0	0	0							
2013	2	mchenrycountycollege	18	patmurphy1mw4	Pat Murphy	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/patmurphy1mw4	So	INF, RHP	17	91	74	13	4	.956	6					
2013	2	mchenrycountycollege	19	tylermindak9wvf	Tyler Mindak	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylermindak9wvf	Fr	C	9	64	58	5	1	.984		2				
2013	2	mchenrycountycollege	8	mattewertd53n	Matt Ewert	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mattewertd53n	Fr	C	9	62	51	10	1	.984	1	6	4	.400		
2013	2	mchenrycountycollege	3	jordanvillarrealxpna	Jordan Villarreal	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jordanvillarrealxpna	Fr	INF	13	46	26	17	3	.935	4					
2013	2	mchenrycountycollege	32	loganburke5ndy	Logan Burke	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/loganburke5ndy	Fr	INF	10	24	22	0	2	.917						
2013	2	mchenrycountycollege	9	jeremyvasquezrpvy	Jeremy Vasquez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jeremyvasquezrpvy	Fr	INF	16	57	22	31	4	.930	3					
2013	2	mchenrycountycollege	25	nicksamuelsqrad	Nick Samuels	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nicksamuelsqrad	So	OF	15	15	15	0	0	1.000						
2013	2	mchenrycountycollege	22	cullenmayhewafih	Cullen Mayhew	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/cullenmayhewafih	Fr	INF, RHP	11	15	13	2	0	1.000	2					
2013	2	mchenrycountycollege	14	lincolnherendeenjqa3	Lincoln Herendeen	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/lincolnherendeenjqa3	So	INF, OF, RHP	13	16	11	4	1	.938						
2013	2	mchenrycountycollege	12	domwiniecki1c38	Dom Winiecki	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/domwiniecki1c38	So	C, OF	13	11	11	0	0	1.000						
2013	2	mchenrycountycollege	20	andygertonsonl0df	Andy Gertonson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/andygertonsonl0df	So	INF, OF	13	39	9	25	5	.872	1					
2013	2	mchenrycountycollege	21	zachmarszaleu2m	Zach Marszal	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/zachmarszaleu2m	Fr	OF, RHP	14	9	9	0	0	1.000						
2013	2	mchenrycountycollege	27	alexobenaufb13s	Alex Obenauf	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/alexobenaufb13s	So	OF	9	10	9	1	0	1.000						
2013	2	mchenrycountycollege	37	derrickmason139q	Derrick Mason	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/derrickmason139q	So	INF	11	7	7	0	0	1.000						
2013	2	mchenrycountycollege	7	tylerfriislyje	Tyler Friis	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylerfriislyje	Fr	INF, OF	9	6	4	0	2	.667						
2013	2	mchenrycountycollege	30	devanglennf6lk	Devan Glenn	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/devanglennf6lk	Fr	OF	5	3	3	0	0	1.000						
2013	2	mchenrycountycollege	6	bryandohertyp2wx	Bryan Doherty	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/bryandohertyp2wx	Fr	RHP	3	3	2	1	0	1.000						
2013	2	mchenrycountycollege	13	justingundlach0avp	Justin Gundlach	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/justingundlach0avp	So	RHP	4	7	2	5	0	1.000	1					
2013	2	mchenrycountycollege	5	coryottu10k	Cory Ott	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/coryottu10k	So	INF	6	6	2	3	1	.833						
2013	2	mchenrycountycollege	33	coreypeterson76u7	Corey Peterson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/coreypeterson76u7	So	RHP, OF	6	6	2	4	0	1.000						
