year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	534	Pacific	37	1526275	Gonzalez, Jordon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1526275	Fr	P	5	2	5	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	534	Pacific	17	1526284	Mittelstaedt, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1526284	Fr	OF	2	0	2	0.333	0.333	0.333	3	2	1	 	 	""	 	 	 	 	 	 	2	 	 	 	 
2014	11620	534	Pacific	43	1526277	Haddad, Miles	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1526277	Fr	INF	2	0	2	1.000	1.000	1.000	1	 	1	 	 	""	 	1	1	 	 	 	 	 	 	 	 
2014	11620	540	Penn	8	1432595	Mincher, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1432595	So	INF	36	36	36	0.282	0.393	0.470	117	18	33	10	 	""	4	24	21	1	1	3	22	5	2	3	 
2014	11620	540	Penn	23	1309950	Montaldo, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309950	Jr	INF	36	35	36	0.203	0.312	0.364	118	17	24	4	 	""	5	15	15	4	1	4	29	2	3	 	 
2014	11620	540	Penn	32	1309948	McGarry, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309948	Jr	P	36	36	36	0.333	0.392	0.489	135	25	45	9	 	""	4	27	10	5	3	2	20	4	2	1	 
2014	11620	540	Penn	36	1309927	Bossart, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309927	Jr	C	36	36	36	0.319	0.415	0.468	141	28	45	9	 	""	4	18	11	12	 	2	26	6	 	1	 
2014	11620	540	Penn	21	1201697	Brebner, Rick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1201697	Sr	INF	36	36	36	0.301	0.384	0.566	136	31	41	10	1	77	8	31	12	8	3	 	31	 	5	1	 
2014	11620	540	Penn	7	1432594	Vilardo, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1432594	So	INF	35	35	35	0.308	0.345	0.454	130	19	40	12	2	59	1	21	7	2	3	 	35	1	3	 	 
2014	11620	540	Penn	28	1432601	Tesch, Gary	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1432601	So	OF	32	14	32	0.255	0.305	0.345	55	9	14	2	 	""	1	5	4	 	 	2	12	 	5	 	 
2014	11620	540	Penn	3	1201699	Engelhardt, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1201699	Sr	OF	28	27	28	0.256	0.391	0.367	90	16	23	5	1	33	1	7	8	12	 	3	19	1	2	1	 
2014	11620	540	Penn	2	1432593	Betbeze, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1432593	Jr	OF	25	16	25	0.214	0.362	0.321	56	14	12	1	1	18	1	8	11	2	 	1	7	1	2	2	 
2014	11620	540	Penn	17	1309949	McKinnon, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309949	Jr	1B	24	16	24	0.267	0.312	0.383	60	10	16	2	1	23	1	10	3	1	 	 	10	 	1	 	 
2014	11620	540	Penn	26	1547555	Greskoff, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547555	So	OF	20	15	20	0.275	0.387	0.294	51	10	14	1	 	""	 	9	10	 	1	 	8	 	2	1	 
2014	11620	540	Penn	31	1547550	Graul, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547550	Fr	C	16	6	16	0.214	0.314	0.357	28	6	6	1	 	""	1	7	4	1	2	 	8	 	1	1	 
2014	11620	540	Penn	10	1432596	Harden, Marshall	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1432596	So	P	11	11	11	0.286	0.359	0.429	35	3	10	2	 	""	1	6	4	 	 	1	7	 	 	 	 
2014	11620	540	Penn	12	1547554	Reitcheck, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547554	Fr	P	11	0	11	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	33	1201696	Bet, Pat	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1201696	Sr	P	10	0	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	14	1547549	Cousins, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547549	Fr	P	9	5	9	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	24	1201704	Thomson, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1201704	Sr	P	9	0	9	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	11	1309931	Glenn, Ronnie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309931	Jr	P	8	7	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	30	1309929	Cuff, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309929	Jr	P	8	8	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	18	1309930	Gautieri, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309930	Jr	P	8	8	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	16	1547552	Hartman, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547552	Fr	P	8	6	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	5	1309935	Kukowski, Ian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309935	Jr	C	8	5	8	0.294	0.368	0.353	17	4	5	1	 	""	 	1	2	 	 	1	6	 	2	 	 
2014	11620	540	Penn	34	1309951	Silvestri, Stephen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309951	Jr	P	8	0	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	22	1432598	Holtz, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1432598	So	P	7	0	7	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	13	1309928	Cotler, Paul	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309928	Jr	OF	7	0	7	0.333	0.429	0.667	6	2	2	2	 	""	 	2	 	1	 	 	1	 	 	 	 
2014	11620	540	Penn	6	1547547	Burnick, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547547	Fr	P	6	0	6	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	27	1547551	Hammonds, Mitchell	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547551	Fr	P	5	0	5	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	19	1432597	Schwarzbach, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1432597	So	P	4	0	4	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	25	1432599	Witt, Jeremy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1432599	So	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	35	1547553	Pedalino, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547553	Fr	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	540	Penn	37	1309934	Hurst, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1309934	Sr	C	2	0	2	0.000	0.000	0.000	3	 	 	 	 	""	 	 	 	 	 	 	1	1	 	 	 
2014	11620	540	Penn	20	1201700	Gotschall, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1201700	Sr	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	7	1105070	Snyder, Steve	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1105070	Sr	OF	50	49	50	0.321	0.395	0.368	193	28	62	7	1	""	 	15	21	4	2	6	23	3	9	5	 
2014	11620	539	Penn St.	5	1315051	Skerpon, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1315051	Jr	INF	50	49	50	0.247	0.333	0.265	170	26	42	3	 	""	 	17	22	2	4	10	30	1	10	2	 
2014	11620	539	Penn St.	24	1315048	White, J.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1315048	Jr	INF	49	47	49	0.266	0.356	0.333	177	17	47	4	1	59	2	24	21	5	2	 	32	4	2	2	 
2014	11620	539	Penn St.	29	1436872	Guers, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436872	So	OF	48	47	48	0.246	0.303	0.363	179	25	44	9	3	65	2	27	16	1	5	1	34	3	1	1	 
2014	11620	539	Penn St.	38	1546160	Haley, Jim	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1546160	Fr	INF	44	42	44	0.265	0.341	0.299	147	17	39	5	 	""	 	12	8	9	 	5	28	1	4	3	 
2014	11620	539	Penn St.	14	1436867	Coates, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436867	So	OF	38	38	38	0.277	0.393	0.358	137	20	38	6	1	49	1	15	25	3	3	4	19	4	5	5	 
2014	11620	539	Penn St.	21	1215629	Ell, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1215629	Sr	OF	36	34	36	0.261	0.328	0.322	115	15	30	7	 	""	 	10	10	2	1	3	20	 	7	4	 
2014	11620	539	Penn St.	32	1436873	Kendall, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436873	So	INF	34	31	34	0.202	0.309	0.231	104	11	21	3	 	""	 	13	17	 	2	2	22	6	4	 	 
2014	11620	539	Penn St.	10	1215630	Farkes, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1215630	Sr	C	27	23	27	0.143	0.280	0.175	63	8	9	2	 	""	 	3	10	2	 	3	21	2	1	 	 
2014	11620	539	Penn St.	17	1546166	Malinsky, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1546166	So	C	26	21	26	0.250	0.333	0.294	68	10	17	3	 	""	 	9	7	2	1	2	7	2	 	 	 
2014	11620	539	Penn St.	27	1436871	Anderson, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436871	So	P	26	0	26	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	11	1315052	Smith, Ryky	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1315052	So	INF	25	14	25	0.226	0.288	0.302	53	6	12	4	 	""	 	5	4	1	1	4	6	1	2	1	 
2014	11620	539	Penn St.	8	1315046	Novak, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1315046	Jr	OF	25	13	25	0.292	0.424	0.333	48	4	14	2	 	""	 	4	7	4	 	2	11	1	2	 	 
2014	11620	539	Penn St.	12	1546164	Riotto, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1546164	Fr	OF	25	15	25	0.164	0.239	0.180	61	5	10	1	 	""	 	1	6	 	 	 	19	 	1	1	 
2014	11620	539	Penn St.	2	1436865	Richter, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436865	So	INF	22	14	22	0.294	0.390	0.373	51	6	15	2	1	""	 	9	6	2	 	 	19	1	 	 	 
2014	11620	539	Penn St.	25	1436869	Harper, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436869	Jr	P	19	0	19	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	37	1436875	Parvin, Ian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436875	Sr	P	18	2	18	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	30	1546159	Forsyth, Dakota	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1546159	Fr	INF	17	2	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	22	1436868	Keefe, Colin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436868	Sr	C	15	6	15	0.214	0.281	0.214	28	2	6	 	 	""	 	4	1	2	1	 	11	 	2	 	 
2014	11620	539	Penn St.	28	1215628	Dunn, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1215628	Sr	P	13	8	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	15	1215631	Jann, T.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1215631	Jr	P	13	13	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	6	1215625	August, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1215625	Sr	OF	12	2	12	0.176	0.222	0.176	17	 	3	 	 	""	 	1	1	 	 	 	8	 	 	 	 
2014	11620	539	Penn St.	20	1436877	Hedge, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436877	So	P	12	9	12	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	18	1546161	Mullin, Tom	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1546161	Fr	P	10	0	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	31	1215626	Boylston, Geoff	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1215626	Jr	P	10	4	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	26	1546157	Robinson, Steve	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1546157	Fr	C	9	5	9	0.091	0.167	0.136	22	 	2	1	 	""	 	1	1	1	 	 	6	1	 	 	 
2014	11620	539	Penn St.	16	1215633	Welsh, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1215633	Sr	P	8	7	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	42	1315054	Taylor, Patton	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1315054	Jr	P	4	4	4	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	1	1436876	Wilcox, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1436876	Fr	OF	2	0	2	1.000	1.000	1.000	1	 	1	 	 	""	 	 	1	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	50	1546165	Scholly, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1546165	So	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	9	1546167	Marcin, Christian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1546167	Jr	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	539	Penn St.	42	1548558	Patton, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548558	N/A	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	27	1322296	Brown, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1322296	Jr	OF	61	61	61	0.314	0.354	0.554	242	44	76	13	3	134	13	49	9	7	2	4	52	2	5	3	 
2014	11620	541	Pepperdine	24	1438531	Anderson, Brad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438531	So	1B	61	61	61	0.282	0.366	0.409	220	31	62	13	 	""	5	33	25	7	5	1	50	2	1	 	 
2014	11620	541	Pepperdine	30	1209639	Langlois, Bryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1209639	Sr	OF	61	61	61	0.281	0.340	0.368	231	40	65	9	1	85	3	34	21	3	7	4	40	3	6	1	 
2014	11620	541	Pepperdine	2	1438530	Moyer, Hutton	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438530	So	INF	61	61	61	0.306	0.387	0.444	232	52	71	24	4	""	 	22	17	16	4	4	38	 	15	4	 
2014	11620	541	Pepperdine	33	1528234	Barnett, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1528234	Fr	C	60	60	60	0.359	0.386	0.390	223	23	80	5	1	""	 	27	10	1	2	8	12	6	1	1	 
2014	11620	541	Pepperdine	3	1322293	Davidson, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1322293	Jr	INF	60	60	60	0.266	0.332	0.394	241	36	64	15	2	95	4	33	21	5	4	2	36	2	 	1	 
2014	11620	541	Pepperdine	5	1528243	Jefferson, Manny	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1528243	Fr	INF	56	55	56	0.227	0.254	0.301	176	17	40	10	 	""	1	28	8	 	5	9	37	1	1	1	 
2014	11620	541	Pepperdine	41	1528236	Caruso, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1528236	Fr	OF	51	48	51	0.283	0.340	0.402	184	35	52	8	1	74	4	28	17	 	2	4	35	 	3	1	 
2014	11620	541	Pepperdine	9	1528249	Ross, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1528249	Fr	OF	37	29	37	0.162	0.297	0.222	99	13	16	1	1	22	1	11	17	2	 	7	17	 	2	2	 
2014	11620	541	Pepperdine	8	1322292	Yamaguchi, Kolten	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1322292	Jr	C	32	21	32	0.173	0.287	0.253	75	8	13	 	 	""	2	9	9	3	 	6	21	2	 	 	 
2014	11620	541	Pepperdine	26	1209638	Karch, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1209638	Sr	P	30	0	30	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	55	1528235	Blanchard, Chandler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1528235	Fr	P	26	0	26	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	15	1528246	Puckett, A.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1528246	Fr	P	23	1	23	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	10	1438537	Fornaci, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438537	So	INF	23	9	23	0.405	0.479	0.619	42	8	17	3	 	""	2	12	3	3	 	1	11	 	 	 	 
2014	11620	541	Pepperdine	21	1438533	Carter, Devin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438533	So	OF	22	15	22	0.263	0.300	0.351	57	9	15	2	 	""	1	7	3	 	 	1	11	1	1	 	 
2014	11620	541	Pepperdine	17	1209641	Maurer, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1209641	Sr	P	19	12	19	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	29	1528242	Goldenetz, Jeremy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1528242	Fr	OF	18	0	18	0.000	0.333	0.000	4	5	 	 	 	""	 	 	2	 	 	 	1	 	 	 	 
2014	11620	541	Pepperdine	40	1438566	McClelland, Jackson	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438566	So	P	16	15	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	12	1438536	Dunn, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438536	So	P	16	0	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	37	1209643	Miller, Corey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1209643	Sr	P	16	16	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	51	1438535	Dilda, Ivan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438535	So	P	16	0	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	6	1528244	Perri, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1528244	Fr	INF	15	7	15	0.219	0.265	0.281	32	4	7	 	1	""	 	2	1	1	 	 	4	1	 	 	 
2014	11620	541	Pepperdine	32	1528248	Rodriguez, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1528248	Fr	INF	10	1	10	0.300	0.333	0.300	10	 	3	 	 	""	 	2	1	 	1	 	5	 	 	 	 
2014	11620	541	Pepperdine	11	1438532	Balades, Jayson	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438532	So	P	9	0	9	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	1	1322290	Hacker, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1322290	Jr	INF	7	0	7	0.400	0.500	0.400	5	2	2	 	 	""	 	 	 	1	 	 	2	 	 	 	 
2014	11620	541	Pepperdine	22	1322294	Snider, Mat	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1322294	Jr	P	6	0	6	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	44	1438563	Garelick, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438563	Jr	INF	5	0	5	0.000	0.200	0.000	3	1	 	 	 	""	 	1	1	 	1	 	 	 	 	 	 
2014	11620	541	Pepperdine	35	1528239	Doughty, Ian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1528239	Fr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	31	1528247	Reid, Jon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1528247	Fr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	541	Pepperdine	13	1528238	Davis, Ricky	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1528238	Fr	OF	1	0	1	""	1.000	""	 	 	 	 	 	""	 	 	1	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	21	1217375	Vranka, Stephen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1217375	Sr	OF	52	52	52	0.268	0.376	0.404	213	40	57	13	5	86	2	22	33	4	 	1	40	5	7	4	 
2014	11620	545	Pittsburgh	41	1217374	Roche, Casey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1217374	Sr	P	52	52	52	0.272	0.354	0.391	202	26	55	11	2	79	3	30	18	8	1	1	34	7	6	5	 
2014	11620	545	Pittsburgh	24	1315213	Vazquez, Boo	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1315213	Jr	OF	52	50	52	0.246	0.312	0.400	195	28	48	8	2	78	6	39	18	3	5	4	32	3	2	1	 
2014	11620	545	Pittsburgh	8	1315207	Hess, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1315207	Jr	1B	51	41	51	0.262	0.360	0.317	145	18	38	5	 	""	1	16	17	7	3	7	42	1	2	2	 
2014	11620	545	Pittsburgh	5	1533034	Johnson, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533034	Jr	INF	51	51	51	0.227	0.330	0.267	172	24	39	7	 	""	 	19	20	8	3	4	21	3	5	1	 
2014	11620	545	Pittsburgh	2	1315215	Wolsonovich, Dylan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1315215	So	INF	51	51	51	0.254	0.372	0.287	181	30	46	6	 	""	 	25	28	7	2	6	34	3	5	1	 
2014	11620	545	Pittsburgh	16	1533031	Frabasillo, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533031	Jr	INF	49	44	49	0.226	0.293	0.311	164	22	37	8	 	""	2	14	13	4	3	3	50	3	3	1	 
2014	11620	545	Pittsburgh	18	1104446	Shelinsky, Steven	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1104446	Sr	OF	45	36	45	0.235	0.333	0.371	132	12	31	9	 	""	3	24	13	8	3	1	42	1	2	 	 
2014	11620	545	Pittsburgh	43	1533042	Pazos, Manny	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533042	Fr	C	44	38	44	0.143	0.264	0.171	105	12	15	3	 	""	 	12	16	2	2	8	33	3	2	1	 
2014	11620	545	Pittsburgh	33	1533045	Yarnall, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533045	Fr	OF	40	12	40	0.241	0.392	0.276	58	10	14	2	 	""	 	7	12	3	1	1	19	1	1	 	 
2014	11620	545	Pittsburgh	44	1423511	Lardo, A.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1423511	So	OF	36	18	36	0.232	0.346	0.232	69	17	16	 	 	""	 	4	9	3	 	1	13	 	8	1	 
2014	11620	545	Pittsburgh	45	1533029	Danielczyk, Jon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533029	Sr	P	29	0	29	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
