year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	545	Pittsburgh	6	1533041	Parry, Caleb	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533041	Fr	C	26	17	26	0.175	0.288	0.228	57	3	10	1	1	""	 	2	7	2	 	2	13	1	 	1	 
2014	11620	545	Pittsburgh	32	1533028	Albert, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533028	Jr	C	21	5	21	0.136	0.269	0.182	22	2	3	1	 	""	 	 	3	1	 	 	5	 	 	 	 
2014	11620	545	Pittsburgh	12	1533033	Harris, Hobie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533033	Jr	P	20	0	20	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	13	1217364	Curtis, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1217364	Jr	P	16	2	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	34	1533046	Zeuch, T.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533046	Fr	P	15	9	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	14	1217368	Harvey, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1217368	Jr	P	15	12	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	29	1534093	Dian, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1534093	Jr	P	14	0	14	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	11	1217373	Wotherspoon, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1217373	Sr	P	14	14	14	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	19	1533036	Mersing, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533036	Fr	P	13	1	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	42	1533030	DeMeo, P.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533030	Fr	INF	12	2	12	0.077	0.143	0.077	13	 	1	 	 	""	 	 	1	 	 	 	6	 	 	 	 
2014	11620	545	Pittsburgh	37	1423507	Aldenhoven, Rhys	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1423507	Sr	P	11	10	11	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	27	1423508	Belfiglio, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1423508	So	P	10	0	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	15	1533044	Rodriguez, Renan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533044	So	P	6	2	6	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	31	1104444	Leonardi, J.R.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1104444	Sr	P	3	0	3	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	22	1533040	Parnell, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533040	Jr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	545	Pittsburgh	35	1533043	Pidich, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1533043	Fr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	6	1302205	Whalen, Caleb	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1302205	Jr	INF	51	51	51	0.260	0.341	0.422	192	23	50	13	3	81	4	22	16	9	3	4	28	2	2	2	 
2014	11620	551	Portland	17	1199652	Gill, Turner	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1199652	Jr	INF	51	51	51	0.239	0.329	0.315	197	18	47	12	 	""	1	10	24	3	1	1	33	4	3	1	 
2014	11620	551	Portland	4	1302204	Lucarelli, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1302204	Jr	INF	50	47	50	0.192	0.244	0.212	151	13	29	3	 	""	 	10	8	3	2	5	42	3	3	3	 
2014	11620	551	Portland	9	1302206	Lenahan, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1302206	Jr	INF	49	49	49	0.207	0.249	0.271	188	23	39	7	1	51	1	23	8	4	5	5	32	7	4	2	 
2014	11620	551	Portland	28	1091480	Thompson, Chet	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1091480	Sr	OF	45	43	45	0.255	0.350	0.299	137	13	35	4	1	""	 	9	18	2	 	7	43	 	6	1	 
2014	11620	551	Portland	23	1417896	Barr, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1417896	So	OF	43	32	43	0.159	0.258	0.186	113	9	18	3	 	""	 	6	9	6	 	2	28	5	 	2	 
2014	11620	551	Portland	32	1545063	Wade, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545063	Fr	P	40	32	40	0.248	0.256	0.314	121	1	30	8	 	""	 	10	2	 	2	 	31	4	 	 	 
2014	11620	551	Portland	21	1545059	Tominaga, Davis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545059	Fr	P	36	24	36	0.291	0.337	0.372	86	5	25	1	3	""	 	8	6	1	2	4	16	2	 	 	 
2014	11620	551	Portland	27	1417897	Farley, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1417897	So	INF	33	20	33	0.210	0.280	0.309	81	8	17	2	 	""	2	15	5	4	3	1	27	1	 	1	 
2014	11620	551	Portland	19	1545058	Littlefield, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545058	Fr	OF	32	25	32	0.208	0.259	0.277	101	10	21	1	 	""	2	11	5	2	 	 	24	1	2	1	 
2014	11620	551	Portland	5	1199649	Cornish, Bo	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1199649	Sr	C	31	29	31	0.250	0.369	0.381	84	9	21	8	 	""	1	11	13	4	2	2	15	4	 	 	 
2014	11620	551	Portland	12	1545056	Whittaker, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545056	Fr	INF	29	5	29	0.000	0.095	0.000	19	5	 	 	 	""	 	 	1	1	 	2	7	1	 	 	 
2014	11620	551	Portland	11	1545055	Kopas, Devin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545055	Fr	C	28	22	28	0.241	0.358	0.278	79	14	19	3	 	""	 	6	13	2	1	1	22	 	 	 	 
2014	11620	551	Portland	31	1417900	Taylor, Grant	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1417900	So	OF	28	17	28	0.115	0.233	0.115	52	6	6	 	 	""	 	1	5	3	 	2	21	2	 	 	 
2014	11620	551	Portland	26	1545062	Bunda, JR	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545062	Sr	P	20	0	20	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	2	1545053	Hummel, Cooper	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545053	Fr	C	19	7	19	0.118	0.167	0.147	34	2	4	1	 	""	 	1	1	1	 	1	10	2	 	 	 
2014	11620	551	Portland	13	1302207	Snyder, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1302207	Jr	P	19	1	19	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	25	1091477	Feldtman, Colin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1091477	Sr	P	17	8	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	22	1545060	Kelly, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545060	Fr	P	17	8	17	0.154	0.214	0.231	13	1	2	1	 	""	 	 	1	 	 	 	6	 	 	 	 
2014	11620	551	Portland	16	1417893	Lockwood, Jackson	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1417893	So	P	16	5	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	14	1199650	Kjemhus, Chad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1199650	Sr	P	15	3	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	35	1302211	Yinger, Kurt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1302211	Jr	P	13	8	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	1	1545052	Rosen, Jason	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545052	Fr	OF	11	4	11	0.077	0.143	0.077	13	1	1	 	 	""	 	 	1	 	 	 	6	 	 	 	 
2014	11620	551	Portland	29	1417898	Sahlinger, Billy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1417898	So	P	10	5	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	33	1545064	Fisher, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545064	Fr	P	9	1	9	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	36	1417902	Snaring, Carl	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1417902	Fr	P	8	0	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	20	1302209	Radke, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1302209	Jr	P	7	6	7	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	30	1417899	Wozniak, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1417899	So	P	6	0	6	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	37	1302212	Pederson, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1302212	Jr	C	3	0	3	0.000	0.000	0.000	3	 	 	 	 	""	 	 	 	 	 	 	1	1	 	 	 
2014	11620	551	Portland	24	1545061	Zeidler, Alec	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545061	So	P	3	0	3	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	39	1302213	Moore, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1302213	So	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	551	Portland	8	1302208	Watts, Kody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1302208	Jr	P	2	2	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	14	1434411	Salcido, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1434411	Sr	INF	48	48	48	0.295	0.367	0.421	183	25	54	15	1	77	2	32	8	15	4	1	38	5	 	1	 
2014	11620	553	Prairie View	30	1323255	Harris, Dominiq	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1323255	Sr	INF	48	48	48	0.312	0.422	0.514	173	30	54	14	 	""	7	46	32	3	3	 	40	5	4	1	 
2014	11620	553	Prairie View	2	1434414	Wells, Walter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1434414	Jr	INF	48	48	48	0.267	0.351	0.352	165	26	44	10	2	""	 	17	19	3	1	2	22	2	7	3	 
2014	11620	553	Prairie View	9	1548731	Cossey, Robert	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548731	Sr	OF	48	48	48	0.339	0.416	0.529	189	37	64	15	3	100	5	33	18	9	3	1	28	3	7	2	 
2014	11620	553	Prairie View	22	1434412	Sealy, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1434412	Sr	OF	47	47	47	0.257	0.348	0.343	175	21	45	10	1	60	1	25	18	7	1	3	29	3	1	2	 
2014	11620	553	Prairie View	16	1548732	Den Beste, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548732	Fr	OF	46	46	46	0.308	0.433	0.453	172	38	53	10	3	78	3	28	21	17	 	4	38	2	8	2	 
2014	11620	553	Prairie View	1	1106955	Hines, Colby	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1106955	Sr	OF	45	44	45	0.209	0.280	0.373	153	19	32	5	1	57	6	21	12	3	 	7	28	2	6	1	 
2014	11620	553	Prairie View	12	1434400	Dougherty, Grant	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1434400	Jr	C	40	40	40	0.270	0.361	0.385	148	33	40	4	2	57	3	17	18	3	 	3	27	3	6	 	 
2014	11620	553	Prairie View	17	1323259	Krushall, Christian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1323259	Jr	C	32	25	32	0.239	0.340	0.318	88	5	21	5	1	""	 	8	11	3	1	1	19	2	1	 	 
2014	11620	553	Prairie View	6	1548737	Jefferson, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548737	Fr	INF	26	20	26	0.237	0.384	0.254	59	11	14	1	 	""	 	7	13	1	 	4	13	2	1	2	 
2014	11620	553	Prairie View	26	1323264	Price, Trey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1323264	Sr	C	24	14	24	0.236	0.290	0.236	55	7	13	 	 	""	 	5	5	 	2	2	11	2	 	1	 
2014	11620	553	Prairie View	5	1548734	Hollis, Sean	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548734	Sr	P	17	0	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	11	1548744	Stewart, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548744	Jr	P	17	0	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	20	1434409	Pittman, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1434409	Sr	OF	17	7	17	0.029	0.154	0.029	34	1	1	 	 	""	 	 	4	1	 	 	15	1	 	 	 
2014	11620	553	Prairie View	8	1434404	Helms, A.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1434404	Sr	P	13	12	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	13	1434406	Mata, Johnathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1434406	Sr	P	13	12	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	19	1434401	Flick, Chadd	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1434401	Sr	P	12	10	12	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	3	1434403	Grant, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1434403	Sr	P	10	0	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	10	1548733	Dewey, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548733	Fr	P	10	0	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	7	1323265	Robledo, Edward	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1323265	Jr	INF	9	3	9	0.125	0.211	0.188	16	2	2	1	 	""	 	3	2	 	1	1	6	 	 	 	 
2014	11620	553	Prairie View	25	1434408	Philpott, Charles	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1434408	So	P	9	3	9	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	18	1548742	Maldonado, Pedro	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548742	Jr	P	8	5	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	24	1323251	Boyd, Deleon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1323251	Jr	P	7	0	7	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	31	1214818	Ater, Chuck	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1214818	Sr	P	5	3	5	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	29	1323253	Drake, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1323253	Jr	INF	4	1	4	0.250	0.250	0.250	4	3	1	 	 	""	 	 	 	 	 	 	1	 	 	 	 
2014	11620	553	Prairie View	4	1434402	Gay, Phillip	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1434402	So	P	4	0	4	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	28	1548743	Richardson, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548743	Jr	P	4	4	4	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	553	Prairie View	15	1548736	Jeanlouis, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548736	Fr	OF	3	1	3	0.400	0.500	0.400	5	2	2	 	 	""	 	2	1	 	 	 	2	 	1	 	 
2014	11620	553	Prairie View	32	1548740	Lahaie, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548740	So	OF	1	1	1	0.500	0.500	0.500	4	2	2	 	 	""	 	 	 	 	 	 	 	 	1	 	 
2014	11620	1320	Presbyterian	34	1311093	McRae, Cam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1311093	Jr	C	50	48	50	0.274	0.330	0.419	179	20	49	9	1	75	5	28	9	7	2	2	21	5	4	4	 
2014	11620	1320	Presbyterian	23	1311091	Lizanich, Jay	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1311091	Jr	INF	50	50	50	0.188	0.250	0.215	181	16	34	3	1	""	 	19	11	5	3	12	19	6	1	1	 
2014	11620	1320	Presbyterian	14	1089275	Paul, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1089275	Sr	C	49	49	49	0.271	0.332	0.309	188	24	51	4	 	""	1	15	14	4	2	2	13	2	1	2	 
2014	11620	1320	Presbyterian	8	1426599	Midkiff, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1426599	So	INF	47	42	47	0.316	0.360	0.342	158	13	50	4	 	""	 	20	12	 	2	2	28	4	2	 	 
2014	11620	1320	Presbyterian	2	1311088	Motroni, Billy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1311088	Jr	INF	46	42	46	0.193	0.258	0.221	145	17	28	4	 	""	 	8	12	1	1	5	29	1	5	2	 
2014	11620	1320	Presbyterian	12	1089266	Chong, Nate	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1089266	Sr	INF	46	39	46	0.222	0.335	0.354	144	19	32	11	1	51	2	21	19	6	1	5	39	 	8	2	 
2014	11620	1320	Presbyterian	19	1203676	Zebedis, Brad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1203676	Sr	1B	46	45	46	0.307	0.396	0.403	176	25	54	8	 	""	3	23	21	5	 	 	20	2	5	 	 
2014	11620	1320	Presbyterian	1	1203672	Martin, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1203672	Jr	OF	43	22	43	0.208	0.257	0.267	101	12	21	4	1	""	 	10	6	1	1	4	27	 	1	 	 
2014	11620	1320	Presbyterian	18	1426598	Long, Derek	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1426598	So	C	43	36	43	0.205	0.258	0.205	112	11	23	 	 	""	 	13	5	3	 	5	18	 	2	 	 
2014	11620	1320	Presbyterian	20	1534015	Weyenberg, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1534015	Fr	OF	35	17	35	0.212	0.276	0.225	80	11	17	1	 	""	 	5	6	1	 	 	11	1	 	3	 
2014	11620	1320	Presbyterian	15	1426597	Jackson, Weston	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1426597	So	INF	35	34	35	0.302	0.381	0.345	116	26	35	5	 	""	 	6	11	5	2	2	23	4	4	2	 
2014	11620	1320	Presbyterian	26	1534009	Casacelli, Glen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1534009	Fr	INF	29	19	29	0.224	0.280	0.237	76	5	17	1	 	""	 	4	4	2	 	3	12	2	3	2	 
2014	11620	1320	Presbyterian	13	1534016	Wortkoetter, Ethan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1534016	Fr	P	29	0	29	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1320	Presbyterian	6	1426602	Trebendis, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1426602	So	INF	27	9	27	0.111	0.194	0.148	27	2	3	1	 	""	 	2	3	 	1	1	7	2	 	 	 
2014	11620	1320	Presbyterian	28	1203679	Sanders, Chad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1203679	Sr	P	27	1	27	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1320	Presbyterian	16	1426596	Hayes, Trey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1426596	So	P	19	2	19	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1320	Presbyterian	33	1534014	Moss, Robert	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1534014	Fr	P	16	0	16	0.143	0.143	0.143	7	5	1	 	 	""	 	 	 	 	 	 	2	 	 	 	 
2014	11620	1320	Presbyterian	31	1534017	Lesiak, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1534017	Fr	P	16	9	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1320	Presbyterian	39	1534013	Kehner, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1534013	Fr	P	15	8	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1320	Presbyterian	27	1203678	Knox, Chandler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1203678	Sr	P	15	13	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1320	Presbyterian	7	1534018	Nalley, Bennett	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1534018	Fr	P	12	0	12	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1320	Presbyterian	24	1534011	Deal, Hayden	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1534011	Fr	P	11	5	11	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	1320	Presbyterian	44	1534012	Graves, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1534012	Fr	1B	10	1	10	0.067	0.067	0.067	15	1	1	 	 	""	 	 	 	 	 	 	3	 	 	 	 
2014	11620	1320	Presbyterian	11	1311095	Dees, Beau	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1311095	Jr	P	10	9	10	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	554	Princeton	4	1426325	Hoy, Danny	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1426325	So	INF	40	40	40	0.285	0.361	0.417	151	25	43	9	1	63	3	15	13	5	 	 	29	2	7	1	 
2014	11620	554	Princeton	5	1426321	Arendt, Billy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1426321	So	INF	39	39	39	0.225	0.301	0.326	129	13	29	7	 	""	2	7	13	2	2	2	23	1	2	1	 
2014	11620	554	Princeton	11	1554136	Tupper, Paul	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1554136	Fr	OF	39	38	39	0.275	0.348	0.352	142	18	39	3	1	50	2	20	12	5	2	 	38	5	 	 	 
2014	11620	554	Princeton	28	1196578	Keller, Alec	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1196578	Sr	INF	38	38	38	0.327	0.396	0.476	147	20	48	8	4	70	2	19	11	6	 	 	18	2	7	1	 
2014	11620	554	Princeton	9	1547350	Belski, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547350	Fr	INF	37	31	37	0.280	0.316	0.328	125	8	35	3	 	""	1	19	6	2	3	 	22	3	 	 	 
2014	11620	554	Princeton	20	1547351	Hernandez, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547351	Fr	1B	36	31	36	0.202	0.287	0.220	109	12	22	2	 	""	 	8	13	 	 	1	37	1	1	 	 
